name,,,text,,,
jhclutter,,,"@united @FlyEIA yes, they said it took more than an hour!",,,
nyc2theworld,,,@united those whose pay to actually fly with you over 30k/ year deserve better service than a CC holder.,,,
Lisa_Shaw777,,,@united Ok thank again for your help!,,,
medictom,,,@united Not a happy flyer.  UA flight 1161 from SFO to Cleveland.  Sunday 2/22.  Stay tuned for blog article from http://t.co/VdFdODqVGx,,,
FlyEIA,,,Thanks @united. @imran_r44 had a question about the wait time for baggage on UA6366,,,
jbuhl35,,,@united flight 1491...plane from SFO to DEN is basically on time.,,,
HeyAileen,,,@united thanks. Just a program comment; the system assigned seats behind each other even though pairs were available. I changed it back.,,,
nfranco,,,@united 20 min more delays to flt 2086 at sfo 2 load 2 more pax makes no sense. Will strand many of us overnight at ORD due to missed cnxns,,,
juangarcia202,,,"@united Heads up We didn't check 8 bags, 2 we checked arrived, those aren't claim #s for our 2. Other people's bags? http://t.co/dplQ3mhQGD",,,
KeamBleam,,,"@united This must be a drone “@united: @KeamBleam We understand your frustration. Our Bag team is working hard to get your bag(s) to you...""",,,
underceg,,,"@united Change made in just over 3 hours. For something that should have taken seconds online, I am not thrilled. Loved the agent, though.",,,
godvertiser,,,@united flight attendant doesn’t understand not understanding English doesn’t mean they are deaf. Stop yelling English slowly to them.,,,
KateRChrisman,,,"@united Not appropriate to ask in public (hence the dm). each united employee, each a new answer. your process was such a hassle i Cancelled Flighted.",,,
DianeReischling,,,@united well that's big of you but I don't have terribly high expectations at this point.,,,
CarrieMantha,,,@united it's like you're trying to make me hate your airline. Fee for each checked bag that's never mentioned in the ticket + rude agents 👿,,,
spumilia,,,"@united nice your app says US 4972 delayed by weather.  Pilot says waiting on fuel.  One in ur control, one not",,,
JessicaLevin,,,@united Please than Robin at EWR Premiere Desk for helping me get on a an earlier flight. She did the work.  Huge thanks.,,,
Lisa_Shaw777,,,"@united Ok thank you, do you provide complimentary hotel accommodations since I'll have to stay overnight?",,,
RonGaudelli,,,@united I was originally trying to share details but the link Jimmy Samartzis Vice President - Customer Experience sent me expired.,,,
MeganHolstein,,,"@united really? 3 hr delay, 4 gate changes, &amp; you boarded us, sent us back up, &amp; boarded us again.  Won't change our flight. Can we go now?",,,
mfcompany,,,"@united that would help! or how about integrate it into the App so I can just ""activate"" it and surf...",,,
segallsays,,,@united I did. The AC went on for about 20 minutes before returning to the Mojave Desert. #PressureCooker #HeatTrap,,,
KateRChrisman,,,@united Nope - still no one helped me.  Giving up on united. #badservice,,,
judell,,,"@united 8602947, jon at http://t.co/58tuTgli0D, thanks.",,,
nikitee94,,,@united when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.,,,
KateRChrisman,,,@united I'd thank you - but you didn't help.  taking 6 hours to reply (so I get a message in the middle of the night) isn't actually helpful,,,
ClarkeTheSpark,,,@united Flight UA1270 is descending into farce and we haven't left EWR yet. Is this going to get any worse?,,,
8629Fissile,,,"@united I was told it was due to be on UA23 which flies direct to Dublin, so why did it go to London? This is a complete shambles!",,,
sgad1983,,,@united 45+ min at EWR baggage claim #stillnobags #ridiculous,,,
momsgoodeats,,,Flight Booking Problems for a travel writers trip I am hosting and need to be happy when I land! Do you have the cute PJs AA does? @united,,,
momsgoodeats,,,But I don't see AA @united,,,
8629Fissile,,,@united Did you find out where it is? Thanks,,,
katiedonohue,,,"@united On a standby to Denver, which has been delayed, and a confirmed to Aspen, whose flights have been Cancelled Flighted all day. 0 confidence.",,,
kennykhlee,,,@united yes at 2am...but now back on a plane again and delayed again due to baggage loading issue... http://t.co/NfAQHhr09j,,,
ejohnson329,,,@united at what pt do u just Cancelled Flight!  Finally got stndby 4 1pm flight. What a day!  #missedWork #clientNotHappy http://t.co/sUPrLfOi8T,,,
roxymtjoy,,,@united thank YOU for your kindness. Your agents went above &amp; beyond to get my stranded family home.,,,
Austin_Grisham,,,@united don't see a justifiable cost to get on an early flight with seats. No airline charges to conveniently get their passengers in early,,,
Austin_Grisham,,,@united Woke up to notification- flight moved 1.5 hrs early. Barely made flight then 3 hrs layover in SFO - wanted to hop on earlier option,,,
raulcordenillo,,,"@united I will do delayed baggage claim when I land. Hopefully the bag isn't broken into, damaged or lost w/c will result in more complaints",,,
underceg,,,"@united done. Want me to send a screen shot of the second call, which is now at over 45 minutes?",,,
koploperfan1992,,,@united look at this beauty 😉 dc 10 united airlines 😉 http://t.co/MvYoizRPdE,,,
raulcordenillo,,,@united Thanks! I'll fill up the form as soon as I land. I don't like being duped so I hope you will appreciate my feedback &amp; will be better,,,
Nupe588,,,"@united, this is the line in Denver to rebook due to weather issues. DO BETTER. http://t.co/tmccExYaaQ",,,
docmartin_10,,,"@United the ones who suffer. I understand delays, I don't understand trying speed up a process that has been delays to this extent.",,,
katiedonohue,,,"@united 2 Cancelled Flighted flights Late Flightr, agent claimed she put me on a new flight but then Cancelled Flighted it. Coworker got on flight- now delayed. Now?",,,
docmartin_10,,,"@United of urgency, but this is ridiculous. Your ceo claims to be customer focused, yet when delays happen, planes sit and customers are",,,
CowboyPharmD,,,@united I wasn't asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit,,,
docmartin_10,,,"@United flight was scheduled for 11:56, it's 1:05 and we haven't moved. I have never been on a flight where everyone moved without a sense",,,
franknoc,,,@united ok thx!,,,
Lisa_Shaw777,,,@united I can't DM you so here's the confirmation # G8CVWJ - please is there any way I can make it to Kailua tonight? Thank you,,,
aminghadersohi,,,@united go to hell,,,
vancouverbrit,,,"@united since bulkhead seats cannot have bags on floor, why don't u reserve o/head space above those seats? In 1B on UA246 - not impressed",,,
ADanaiBaker,,,@united Definitely will!,,,
daesf,,,@united Would be helpful if you could refresh boarding time info on boarding passes for delayed flights,,,
peskyspoll,,,"@united  18 flights so far this year. 13 delays including 2 Cancelled Flightations.  Late Flightst reason, crew needed mandatory sleep. IN MEXICO!",,,
CaroDavis2012,,,@united great to hear Thankyou so much. Greatly appreciate your replies. Feel much more settled now.,,,
roxymtjoy,,,@united counter agents at RDU deserve a medal. #thankyou,,,
BeyondBlunt,,,The saga of the @MelissaAFrancis bag delay w/ @United - will there be a reunion or will she be forced to go shopping? Stay tuned.,,,
lisaboban,,,@united Flight 211/ORD gate agent tried to prevent me from taking onboard a bag I've used for 15 years! Flight crew was more reasonable!,,,
tmarsh83,,,@united thank you. Literally called for preboarding as I ran up.,,,
GalbraithPeter,,,@united why do you guys split up the charges to credit cards? Making it unnecessarily more expensive for people to fly with you guys on pts,,,
jwints,,,"@united it was UA381 on 14 Feb. Point is, overselling flights= bad. Making people wait 1hr while you kick them off after boarding is worse",,,
CaroDavis2012,,,@united that's brilliant Thankyou so much. Is it classed as part of carryon?,,,
tmarsh83,,,@united what gate is ua5396 leaving from?,,,
hart0277,,,@united thank you for listening to my compliant and doing the right thing. I appreciate you working with me,,,
sarahali,,,@united we've been here since 3am and you've Cancelled Flightled our flight twice,,,
tmarsh83,,,@united no chance I wait in ORD all afternoon for another flight after you screwed me. Hold 5396,,,
tmarsh83,,,@united UA5396 can wait for me. I'm on the ground trying to get to the gate after we were moved to B. This is crap.,,,
EnriqueGtz_,,,@united from MEX NRT (dates TBD) but I'm getting a 200 to 300 USD difference in my quotations through September when compared to MEX BKK,,,
aleciamastin,,,@united fails again. @SouthwestAir saves the day.,,,
tmarsh83,,,@united better just keep connection from ORD To FWA that boards in ten minutes open until I get off the plane that just landed an hour Late Flight,,,
pamdelaney585,,,@united is there a United gold number? I've been on hold 24 minutes and think I may be lost in nowhereland. Have a gold reservation. Help.,,,
gwen1013,,,@united Great! I'm ready to go home.,,,
mydulcebella,,,@united wow you even answered back!  Awesome! @AmericanAir @USAirways That's customer service!!! #usairwaysfail,,,
CaroDavis2012,,,@united. It's not my first time flying to the US. I have medical info. Looking for practical like my adapted seat cushion allowed on?,,,
darrellwhitelaw,,,@united noooooooooooooooooooooope.,,,
VictoriaBCToday,,,"@united Oh, we are sure it's not planned, but it occurs absolutely consistently, it's usually the only YYJ flight that's Cancelled Flightled daily.",,,
2cJustice4all,,,@united @JMS2802 : outsource it all United Airlines...your customers  are just loving you for it. Outsource. Outsource. Outsource.,,,
jcmpaz,,,"@united Hi, Im flying SFO-LAX-SAL-CLO. My connecting time in LAX is 1h45m. Is it enough time? Do I have to collect my bag and recheck on AV?",,,
Lisa_Shaw777,,,@united Thank you! You need to follow back tho otherwise I can't DM you. X,,,
brianaverna,,,"@united it's not getting any better. I'd suggest you get a senior manager to this gate , then retrain these gate people",,,
mechv1963,,,"@United States faundation was by faith Judeo Cristian,@Not it was by ideologias.@ http://t.co/mWBk68k0A3",,,
2cJustice4all,,,@united @JMS2802 : nothing like supporting your own mechanics and maintenance workers...instead United puts out a video of TIMCO doing wifi.,,,
